Country,ISO_Code,Level,GDLCODE,Region,"1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Bangladesh","BGD","Subnat","BGDr223"," Habiganj, Sunamganj",,,,,,,,,,,,,,96.0,,,,,,,86.5,,,91.1,,,,
"Bangladesh","BGD","Subnat","BGDr210"," Jamalpur, Sherpur, Tangail",,,,,,,,,,,,,,97.8,,,,,,,89.3,,,84.1,,,,
"Bangladesh","BGD","Subnat","BGDr215"," Jessore, Magura, Narail",,,,,,,,,,,,,,83.9,,,,,,,80.4,,,76.6,,,,
"Bangladesh","BGD","Subnat","BGDr205"," Khagrachhari, Rangamati (Chattagram)",,,,,,,,,,,,,,95.4,,,,,,,89.4,,,85.3,,,,
"Bangladesh","BGD","Subnat","BGDr211"," Kishoreganj, Mymensingh, Netrakona",,,,,,,,,,,,,,96.0,,,,,,,90.2,,,89.0,,,,
"Bangladesh","BGD","Subnat","BGDr221"," Kurigram, Lalmonirhat, Rangpur",,,,,,,,,,,,,,96.5,,,,,,,89.4,,,86.4,,,,
"Bangladesh","BGD","Subnat","BGDr222"," Maulvibazar, Sylhet",,,,,,,,,,,,,,81.2,,,,,,,67.5,,,69.5,,,,
"Bangladesh","BGD","Subnat","BGDr217"," Naogaon, Nawabganj, Rajshahi",,,,,,,,,,,,,,91.5,,,,,,,79.4,,,78.9,,,,
"Bangladesh","BGD","Subnat","BGDr218"," Natore, Pabna, Sirajganj",,,,,,,,,,,,,,94.5,,,,,,,85.2,,,78.1,,,,
"Barbados","BRB","Subnat","BRBr102","Christ Church and St. Philip",,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,
"Barbados","BRB","Subnat","BRBr101","St Michael",,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,
"Barbados","BRB","Subnat","BRBr103","St. James, St. George, and St. Thomas",,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,
"Barbados","BRB","Subnat","BRBr104","St. Lucy, St. Peter, St. Andrew, St. Joseph, and St. John",,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,
"Belarus","BLR","Subnat","BLRr101","Brest region",,,,,,,,,,,,,,,2.12,,,,,,,3.05,,,,,,
"Belarus","BLR","Subnat","BLRr103","Gomel region",,,,,,,,,,,,,,,3.22,,,,,,,4.85,,,,,,
"Belarus","BLR","Subnat","BLRr104","Grodno region",,,,,,,,,,,,,,,2.90,,,,,,,2.14,,,,,,
"Belarus","BLR","Subnat","BLRr105","Minsk region",,,,,,,,,,,,,,,1.20,,,,,,,0.87,,,,,,
"Belarus","BLR","Subnat","BLRr106","Mogilev region",,,,,,,,,,,,,,,4.79,,,,,,,3.18,,,,,,
"Belarus","BLR","Subnat","BLRr102","Vitebsk region",,,,,,,,,,,,,,,3.27,,,,,,,1.88,,,,,,
"Belize","BLZ","Subnat","BLZr102","Belize",,,,,,,,,,,,,,,,3.94,,,,,4.09,,,,,,,
"Belize","BLZ","Subnat","BLZr103","Cayo",,,,,,,,,,,,,,,,9.59,,,,,41.7,,,,,,,
"Belize","BLZ","Subnat","BLZr101","Corozal, Orange Walk",,,,,,,,,,,,,,,,15.5,,,,,13.4,,,,,,,
"Belize","BLZ","Subnat","BLZr104","Stann Creek, Toledo",,,,,,,,,,,,,,,,34.0,,,,,9.89,,,,,,,
"Benin","BEN","Subnat","BENr101","Atacora (incl Donga)",,,,,,94.7,,,,,97.8,,,,,94.6,,,,,88.4,,,,,,,85.1
