Country,ISO_Code,GDLCODE,Region
Turkey,TUR,TURr103,"Aegean (Afyon, Aydin, Denizli, Izmir, Kutahya, Manisa, Mugla, Usak)"
Turkey,TUR,TURr107,"Central Anatolia (Kayseri, Kirsehir, Nevsehir, Nigde, Sivas, Yozgat, Aksaray, Kirikkale)"
Turkey,TUR,TURr111,"Central East Anatolia (Bingol, Bitlis, Elazig, Hakkari, Malatya, Mus, Tunceli, Van)"
Turkey,TUR,TURr109,"East Black Sea (Artvin, Giresun, Gumushane, Ordu, Rize, Trabzon)"
Turkey,TUR,TURr104,"East Marmara (Bilecik, Bolu, Bursa, Duzce, Eskisehir, Kocaeli, Sakarya, Yalova)"
Turkey,TUR,TURr101,Istanbul
Turkey,TUR,TURr106,"Mediterranean (Adana, Antalya, Burdur, Hatay, Isparta, Icel, K Maras, Osmaniye)"
Turkey,TUR,TURr110,"North East Anatolia (Agri, Erzincan, Erzurum, Kars, Bayburt, Ardahan, Igdir)"
Turkey,TUR,TURr112,"South East Anatolia (Adiyaman, Diyarbakir, Gaziantep, Mardin, Siirt, Sanliurfa, Batman, Sirnak, Kili"
Turkey,TUR,TURr105,"West Anatolia (Ankara, Konya, Karaman)"
Turkey,TUR,TURr108,"West Black Sea (Amasya, Cankiri, Corum, Kastamonu, Samsun, Sinop, Tokat, Zonguldak, Bartin, Karabuk)"
Turkey,TUR,TURr102,"West Marmara (Balikesir, Canakkale, Edirne, Kirklareli, Tekirdag)"
Turkmenistan,TKM,TKMt,Total
Turkmenistan,TKM,TKMr102,Akhal
Turkmenistan,TKM,TKMr101,Ashgabat City
Turkmenistan,TKM,TKMr103,Balkan
Turkmenistan,TKM,TKMr104,Dashoguz
Turkmenistan,TKM,TKMr105,Lebap
Turkmenistan,TKM,TKMr106,Mary
Uganda,UGA,UGAt,Total
Uganda,UGA,UGAr101,Central 1 (Central South)
Uganda,UGA,UGAr102,Central 2 (Central North)
Uganda,UGA,UGAr104,East Central (Busoga)
Uganda,UGA,UGAr105,"Eastern (Bukedi, Bugishu, Teso)"
Uganda,UGA,UGAr103,Kampala
Uganda,UGA,UGAr106,"North (Karamoja, Lango, Acholi)"
Uganda,UGA,UGAr109,"Southwest (Ankole, Kigezi)"
Uganda,UGA,UGAr107,West Nile
Uganda,UGA,UGAr108,"Western (Bunyoro, Tooro)"
Ukraine,UKR,UKRt,Total
Ukraine,UKR,UKRr102,Central
Ukraine,UKR,UKRr103,East
Ukraine,UKR,UKRr101,North
Ukraine,UKR,UKRr104,South
Ukraine,UKR,UKRr105,West
United Arab Emirates,ARE,AREt,Total
United Kingdom,GBR,GBRt,Total
United Kingdom,GBR,GBRr104,East Midlands
United Kingdom,GBR,GBRr106,East of England
United Kingdom,GBR,GBRr107,London
United Kingdom,GBR,GBRr101,North East
United Kingdom,GBR,GBRr102,North West
United Kingdom,GBR,GBRr112,Northern Ireland
United Kingdom,GBR,GBRr111,Scotland
United Kingdom,GBR,GBRr108,South East
United Kingdom,GBR,GBRr109,South West
United Kingdom,GBR,GBRr110,Wales
United Kingdom,GBR,GBRr105,West Midlands
United Kingdom,GBR,GBRr103,Yorkshire and The Humber
United States,USA,USAt,Total
United States,USA,USAr101,Alabama
United States,USA,USAr102,Alaska
United States,USA,USAr103,Arizona
United States,USA,USAr104,Arkansas
United States,USA,USAr105,California
United States,USA,USAr106,Colorado
United States,USA,USAr107,Connecticut
United States,USA,USAr108,Delaware
United States,USA,USAr109,District of Columbia
United States,USA,USAr110,Florida
United States,USA,USAr111,Georgia
United States,USA,USAr112,Hawaii
United States,USA,USAr113,Idaho
United States,USA,USAr114,Illinois
United States,USA,USAr115,Indiana
United States,USA,USAr116,Iowa
United States,USA,USAr117,Kansas
United States,USA,USAr118,Kentucky
United States,USA,USAr119,Louisiana
United States,USA,USAr120,Maine
United States,USA,USAr121,Maryland
United States,USA,USAr122,Massachusetts
United States,USA,USAr123,Michigan
United States,USA,USAr124,Minnesota
United States,USA,USAr125,Mississippi
United States,USA,USAr126,Missouri
United States,USA,USAr127,Montana
United States,USA,USAr128,Nebraska
United States,USA,USAr129,Nevada
United States,USA,USAr130,New Hampshire
United States,USA,USAr131,New Jersey
United States,USA,USAr132,New Mexico
United States,USA,USAr133,New York
United States,USA,USAr134,North Carolina
United States,USA,USAr135,North Dakota
United States,USA,USAr136,Ohio
United States,USA,USAr137,Oklahoma
United States,USA,USAr138,Oregon
United States,USA,USAr139,Pennsylvania
United States,USA,USAr140,Rhode Island
United States,USA,USAr141,South Carolina
United States,USA,USAr142,South Dakota
United States,USA,USAr143,Tennessee
United States,USA,USAr144,Texas
United States,USA,USAr145,Utah
United States,USA,USAr146,Vermont
United States,USA,USAr147,Virginia
United States,USA,USAr148,Washington
United States,USA,USAr149,West Virginia
United States,USA,USAr150,Wisconsin
United States,USA,USAr151,Wyoming
Uruguay,URY,URYt,Total
Uruguay,URY,URYr105,Centro (Durazno and Tacuarembo)
Uruguay,URY,URYr106,"Centro Sur (Flores, Florida and Lavalleja)"
Uruguay,URY,URYr103,"Costa Este (Canelones, Maldonado and Rocha)"
Uruguay,URY,URYr107,"Litoral Norte (Paysandu, Salto and Rio Negro)"
Uruguay,URY,URYr104,"Litoral Sur (Soriano, Colonia and San Jose)"
Uruguay,URY,URYr101,Montevideo and Metropolitan area
Uruguay,URY,URYr102,"Norte (Artigas, Rivera, Cerro Largo and Trienta y Tres)"
Uzbekistan,UZB,UZBt,Total
Uzbekistan,UZB,UZBr102,"Central (Navoi, Bukhara, Samarkand)"
Uzbekistan,UZB,UZBr104,"Central-East (Dzhizak, Syrdarya)"
Uzbekistan,UZB,UZBr105,"East (Namangan, Fergana, Andizhan)"
Uzbekistan,UZB,UZBr103,"South (Kashkadarya, Surkhandarya)"
Uzbekistan,UZB,UZBr106,Tashkent
Uzbekistan,UZB,UZBr101,"West (Karakalpakstan, Khorezm)"
Vanuatu,VUT,VUTt,Total
Vanuatu,VUT,VUTr108,Luganville
Vanuatu,VUT,VUTr103,Malampa
Vanuatu,VUT,VUTr104,Penama
Vanuatu,VUT,VUTr107,Port Vila
Vanuatu,VUT,VUTr105,Sanma
Vanuatu,VUT,VUTr102,Shefa
Vanuatu,VUT,VUTr101,Tafea
Vanuatu,VUT,VUTr106,Torba
Venezuela,VEN,VENt,Total
Venezuela,VEN,VENr110,Amacuros Delta Federal Territory
Venezuela,VEN,VENr102,Amazonas Federal Territory
Venezuela,VEN,VENr103,Anzoategui
Venezuela,VEN,VENr104,Apure
Venezuela,VEN,VENr105,Aragua
Venezuela,VEN,VENr106,Barinas
Venezuela,VEN,VENr107,Bolivar
Venezuela,VEN,VENr108,Carabobo
Venezuela,VEN,VENr109,Cojedes
Venezuela,VEN,VENr111,Falcon
Venezuela,VEN,VENr101,Federal District
Venezuela,VEN,VENr112,Guarico
Venezuela,VEN,VENr113,Lara
Venezuela,VEN,VENr114,Merida
Venezuela,VEN,VENr115,Miranda
Venezuela,VEN,VENr116,Monagas
Venezuela,VEN,VENr117,Nueva Esparta
Venezuela,VEN,VENr118,Portuguesa
Venezuela,VEN,VENr119,Sucre
Venezuela,VEN,VENr120,Tachira
Venezuela,VEN,VENr121,Trujillo
Venezuela,VEN,VENr124,Vargas
Venezuela,VEN,VENr122,Yaracuy
Venezuela,VEN,VENr123,Zulia
Vietnam,VNM,VNMt,Total
Vietnam,VNM,VNMr104,Central Highlands
Vietnam,VNM,VNMr106,Mekong River Delta
Vietnam,VNM,VNMr103,North Central Coast and South Central Coast
Vietnam,VNM,VNMr102,"North East, North West"
Vietnam,VNM,VNMr101,Red River Delta
Vietnam,VNM,VNMr105,South East
Yemen,YEM,YEMt,Total
Yemen,YEM,YEMr102,"Abyan, Aden (town and countryside), Lahej, Ad Dali (Al Dhalih)"
Yemen,YEM,YEMr104,"Beida (Al Bayda), Dhamar, Raimah"
Yemen,YEM,YEMr107,"Hajja, Sada, Amran (Omran)"
Yemen,YEM,YEMr108,"Hodeida (Al Hudaydah), Mahweit (Al Mahwit)"
Yemen,YEM,YEMr101,Ibb
Yemen,YEM,YEMr106,"Jawf, Hadramet, Shabda (Shabwah), Marib, Mohra (Al Mahrah)"
Yemen,YEM,YEMr103,"Sana a (capital; Al Amana), Sana a (governorate)"
Yemen,YEM,YEMr105,Taiz
Zambia,ZMB,ZMBt,Total
Zambia,ZMB,ZMBr101,Central
Zambia,ZMB,ZMBr102,Copperbelt
Zambia,ZMB,ZMBr103,Eastern
Zambia,ZMB,ZMBr104,Luapula
Zambia,ZMB,ZMBr105,Lusaka
Zambia,ZMB,ZMBr107,North-Western
Zambia,ZMB,ZMBr106,Northern
Zambia,ZMB,ZMBr108,Southern
Zambia,ZMB,ZMBr109,Western
Zimbabwe,ZWE,ZWEt,Total
Zimbabwe,ZWE,ZWEr110,Bulawayo
Zimbabwe,ZWE,ZWEr109,Harare
Zimbabwe,ZWE,ZWEr101,Manicaland
Zimbabwe,ZWE,ZWEr102,Mashonaland Central
Zimbabwe,ZWE,ZWEr103,Mashonaland East
Zimbabwe,ZWE,ZWEr104,Mashonaland West
Zimbabwe,ZWE,ZWEr108,Masvingo
Zimbabwe,ZWE,ZWEr105,Matebeleland North
Zimbabwe,ZWE,ZWEr106,Matebeleland South
Zimbabwe,ZWE,ZWEr107,Midlands
